PDB_Code,Actual,Predicted,Correct,Prob_HEME,Prob_FAD,Prob_Zn2,Prob_Cu1,Prob_Cofactorless
5DZ9,Cofactorless,Cofactorless,1,0.0010510363,0.0016235714,0.005273197,0.004670856,0.98738134
5NPT,Cofactorless,Cofactorless,1,0.0029337124,0.0020502608,0.07932093,0.00862495,0.9070701
3R63,Cofactorless,Cofactorless,1,0.0025561464,0.0061480287,0.10474669,0.0020346043,0.8845145
2YLH,Cofactorless,Cofactorless,1,7.798532e-05,0.00010170263,7.182194e-05,0.0015548354,0.9981937
6K1Y,Cofactorless,Cofactorless,1,0.003096088,0.002283317,0.009248864,0.001356207,0.98401546
7IE4,Cofactorless,Cofactorless,1,0.00021472981,0.00026481805,0.0031062118,0.00039196023,0.9960223
3SYJ,Cofactorless,Cofactorless,1,0.0023503988,0.23763,0.19680488,0.0037855145,0.5594292
5C10,Cofactorless,FAD,0,0.06943222,0.7501974,0.04454901,0.0029265305,0.13289478
1YHW,Cofactorless,Cofactorless,1,0.008815681,0.00858157,0.03184464,0.00442375,0.94633436
3GYW,Cofactorless,HEME,0,0.3991981,0.016120343,0.35236067,0.059394695,0.1729262
3P7K,Cofactorless,HEME,0,0.5874117,0.064077236,0.17526624,0.005999052,0.16724576
2JDW,Cofactorless,Zn2+,0,0.005492601,0.0943021,0.8148933,0.01414574,0.071166195
3ZDE,Cofactorless,Cofactorless,1,0.0110455295,0.029000642,0.118752554,0.0012653869,0.8399359
5OYR,Cofactorless,Cofactorless,1,0.00036364642,0.00044524012,0.0010710979,0.00015195529,0.997968
1XEI,Cofactorless,Cofactorless,1,0.00029454264,8.502849e-05,0.00010078104,0.00010864001,0.999411
1LNS,Cofactorless,FAD,0,0.059536535,0.66222847,0.23092385,0.013801715,0.033509493
6EFR,Cofactorless,Zn2+,0,0.0012738712,0.0028009308,0.986459,0.00035489685,0.009111225
8HEK,Cofactorless,HEME,0,0.42506352,0.006097638,0.22778256,0.02496588,0.31609043
2F9F,Cofactorless,Cofactorless,1,0.0074015255,0.0003976542,0.00240178,0.0042640734,0.985535
2BTZ,Cofactorless,Cofactorless,1,0.3330676,0.0955695,0.1716207,0.00052889885,0.39921328
3UMF,Cofactorless,Cofactorless,1,0.0014103263,0.000416621,0.08970169,0.0003191928,0.90815216
8P33,Cofactorless,Cofactorless,1,0.00013645155,6.938994e-05,0.018455882,0.00014879832,0.9811895
4KIA,Cofactorless,Cofactorless,1,0.005893688,0.01400291,0.056969896,0.0002682899,0.9228653
7ICB,Cofactorless,Cofactorless,1,0.00019323122,0.00022999114,0.002660086,0.00043411687,0.9964826
4U64,Cofactorless,Cofactorless,1,0.0003660146,0.0017916238,0.0014138283,0.00060766086,0.9958209
2OBR,Cofactorless,Cofactorless,1,0.0014421617,0.0035886094,0.0018948183,0.00041958454,0.9926548
2OBS,Cofactorless,Cofactorless,1,0.0014421617,0.0035886094,0.0018948183,0.00041958454,0.9926548
1MN4,Cofactorless,Cofactorless,1,0.00540404,0.0059995265,0.0596303,0.0010243953,0.92794174
3E0E,Cofactorless,Cofactorless,1,0.012512682,0.0018712751,0.32108915,0.029217089,0.6353098
5P18,Cofactorless,Cofactorless,1,0.00036364642,0.00044524012,0.0010710979,0.00015195529,0.997968
5Y30,Cofactorless,Cofactorless,1,0.050322585,0.0012014091,0.08720861,0.0052968734,0.85597056
1I9Y,Cofactorless,Zn2+,0,0.0021123877,0.002275409,0.9609165,0.0013345374,0.033361163
7NMO,Cofactorless,Cu+,0,0.015455845,0.0033347823,0.25941813,0.5676672,0.15412405
9DD2,Cofactorless,Cofactorless,1,0.017748093,0.0015279362,0.00220495,0.000927473,0.9775915
2F8H,Cofactorless,Zn2+,0,0.29014832,0.12426204,0.4545261,0.031369418,0.099694155
7BAJ,Cofactorless,Zn2+,0,0.0007032458,0.00143358,0.97288775,0.002555635,0.0224198
3DQI,Cofactorless,Cofactorless,1,0.020397102,0.000566614,0.0123795,0.0015297229,0.965127
6P1F,Cofactorless,HEME,0,0.56796396,0.03217826,0.15860873,0.046249047,0.19500004
3GVQ,Cofactorless,Cofactorless,1,0.0034774202,0.108409576,0.0021051026,0.00060038466,0.88540745
5XCN,Cofactorless,Cofactorless,1,0.0017234905,0.026015185,0.10105359,0.012699149,0.8585085
2IQT,Cofactorless,Cofactorless,1,0.018466113,0.08482883,0.30371597,0.0045439717,0.5884451
1ZXQ,Cofactorless,Cofactorless,1,0.0017963789,0.0032189689,0.003505561,0.0016863239,0.9897928
4X1O,Cofactorless,Cofactorless,1,0.0041141594,0.010338721,0.0032082032,0.0033494052,0.97898954
3DGJ,Cofactorless,Cofactorless,1,0.026680201,0.1883378,0.08124619,0.0029794245,0.70075643
2D27,Cofactorless,HEME,0,0.89307433,0.0017174814,0.006508559,0.006686668,0.09201292
1OEM,Cofactorless,Cofactorless,1,0.013893814,0.022982832,0.20977849,0.017376076,0.73596877
3B5O,Cofactorless,Cofactorless,1,0.16726829,0.00043774262,0.0018036765,0.00021770126,0.8302726
2PII,Cofactorless,Cofactorless,1,0.022118047,0.111380026,0.18373227,0.027472937,0.65529674
1L0B,Cofactorless,Cofactorless,1,0.0001434568,0.00054603047,0.003969111,0.0003249779,0.9950164
5P39,Cofactorless,Cofactorless,1,0.00030035732,0.0004948489,0.00086105696,0.00014382141,0.99819994
3EMI,Cofactorless,Cofactorless,1,0.0008935292,0.0031490407,0.016034007,0.03815854,0.9417649
1LMQ,Cofactorless,Cofactorless,1,0.0016235012,0.00057173544,0.007841995,0.00119272,0.98877
2B2H,Cofactorless,FAD,0,0.021384401,0.9297564,0.0064532496,0.0031727087,0.0392333
7AHW,Cofactorless,Cofactorless,1,0.313231,0.062325135,0.10912741,0.0017006372,0.51361585
5Y5D,Cofactorless,Zn2+,0,0.00019949426,0.0020521155,0.99537945,0.00024379832,0.0021252069
5P3O,Cofactorless,Cofactorless,1,0.0004002385,0.00057673326,0.0011488369,0.00016974015,0.99770445
7L6W,Cofactorless,Cofactorless,1,0.0042479783,0.0003383357,0.0077945483,0.0028585203,0.9847606
6HHN,Cofactorless,Cofactorless,1,0.0010466598,0.0010764757,0.012460274,0.0013099252,0.98410666
4YWF,Cofactorless,Cofactorless,1,0.03726802,0.07595197,0.04149347,0.07713587,0.7681507
1ANF,Cofactorless,Cofactorless,1,0.008899968,0.4698677,0.0038220997,0.011563558,0.5058467
5P0D,Cofactorless,Cofactorless,1,0.00036364642,0.00044524012,0.0010710979,0.00015195529,0.997968
8X8S,Cofactorless,Cofactorless,1,0.07067562,0.06766635,0.10784648,0.043246146,0.7105654
1KF7,Cofactorless,Cu+,0,0.009683089,0.0126448255,0.2135417,0.7225655,0.04156489
5P8C,Cofactorless,Cofactorless,1,0.00030035732,0.0004948489,0.00086105696,0.00014382141,0.99819994
6G9P,Cofactorless,Zn2+,0,0.0067777224,0.0022776497,0.8404964,0.0017440045,0.14870426
1EY0,Cofactorless,Cofactorless,1,0.0050152764,0.0003719894,0.0024644735,0.0032986368,0.9888496
1SLL,Cofactorless,Zn2+,0,0.0014287363,0.018958563,0.9254623,0.0022759456,0.051874433
6AR0,Cofactorless,Zn2+,0,0.0067262496,0.0041975942,0.6715376,0.15550445,0.16203412
2DYI,Cofactorless,Cofactorless,1,0.0008122675,0.00012659174,0.0010089468,0.00024484016,0.9978073
3BVS,Cofactorless,Cofactorless,1,0.0054875244,0.031488515,0.07535595,0.0043237847,0.88334423
2OBT,Cofactorless,Cofactorless,1,0.0014421617,0.0035886094,0.0018948183,0.00041958454,0.9926548
7VKP,Cofactorless,Zn2+,0,0.001251608,0.01991085,0.6866391,0.0387346,0.25346386
2DX1,Cofactorless,Zn2+,0,0.07230187,0.036926165,0.8010812,0.024282172,0.065408655
5YNL,Cofactorless,Zn2+,0,0.0019144923,0.0006079526,0.96392316,0.0026841168,0.030870246
4QSC,Cofactorless,Cofactorless,1,0.00027646832,0.00559447,0.002156523,0.0006528181,0.9913197
1CUC,Cofactorless,Zn2+,0,0.014565739,0.014515589,0.69311863,0.0028982165,0.2749018
5G0Z,Cofactorless,Cofactorless,1,0.0032001007,0.034948498,0.026699547,0.0016770359,0.93347484
7Q6B,Cofactorless,Zn2+,0,0.039389253,0.1585354,0.51810634,0.0038515448,0.28011748
7IHZ,Cofactorless,Cofactorless,1,0.00036364642,0.00044524012,0.0010710979,0.00015195529,0.997968
3AA5,Cofactorless,Cofactorless,1,0.0008123329,0.0006191884,0.0020491234,0.00047423394,0.99604505
1TK1,Cofactorless,Cofactorless,1,0.024725856,0.039324813,0.23540993,0.054799348,0.64574003
5P6A,Cofactorless,Cofactorless,1,0.00036364642,0.00044524012,0.0010710979,0.00015195529,0.997968
1CNU,Cofactorless,Cofactorless,1,0.019444399,0.004068905,0.013654072,0.058766775,0.90406585
1DG3,Cofactorless,Cofactorless,1,0.0526248,0.01388884,0.0021544488,0.0012510599,0.9300809
7A8B,Cofactorless,Cofactorless,1,0.0038370707,0.00032126572,0.002909806,0.0055794558,0.9873524
5IJM,Cofactorless,Cofactorless,1,0.0024074148,0.002500669,0.0006330718,0.00018103648,0.99427783
3OKQ,Cofactorless,Cofactorless,1,0.36162516,0.022988357,0.15708846,0.048086837,0.4102112
9JLA,Cofactorless,Cofactorless,1,0.0029100769,0.0004920454,0.0029449544,0.016257823,0.9773951
4U3V,Cofactorless,Zn2+,0,0.04048222,0.17271338,0.68104845,0.00041850295,0.105337396
1L40,Cofactorless,Cofactorless,1,0.023499839,0.0014894318,0.14042142,0.003609155,0.8309801
3P2J,Cofactorless,Cu+,0,0.037109174,0.02352518,0.28321004,0.5630009,0.0931547
1QMR,Cofactorless,Cofactorless,1,0.0074761533,0.000585256,0.06246563,0.008889174,0.9205838
1YG2,Cofactorless,Zn2+,0,0.013979522,0.003023569,0.94785994,0.002679458,0.032457545
3GS9,Cofactorless,Cofactorless,1,0.0020306583,0.0043499405,0.02833491,0.026699807,0.9385847
1UEK,Cofactorless,Cofactorless,1,0.0070050983,0.18579209,0.0017272992,0.0003595751,0.805116
6HYN,Cofactorless,Cofactorless,1,0.00065427105,0.0008252773,0.060541444,0.007217361,0.9307616
2BMJ,Cofactorless,Cofactorless,1,0.076675124,0.009594967,0.0030406655,0.041989986,0.86869925
1IIW,Cofactorless,Cofactorless,1,0.00046143832,0.0010123969,0.0036139973,0.00016715495,0.994745
5I4W,Cofactorless,Cofactorless,1,0.00029454264,8.502849e-05,0.00010078104,0.00010864001,0.999411
3FFM,Cofactorless,Cofactorless,1,0.44257045,0.002296899,0.009074727,0.03148173,0.5145762
3VYC,Cofactorless,Zn2+,0,0.014888502,0.17685151,0.67459625,0.004421476,0.12924226
1L18,Cofactorless,Cofactorless,1,0.0044786497,0.000273555,0.014812105,0.00076898694,0.9796667
5LZ1,Cofactorless,Cofactorless,1,0.0014817053,0.0050416356,0.016592113,0.0007050935,0.9761795
1T7N,Cofactorless,FAD,0,0.055058844,0.66303295,0.11898489,0.008244722,0.15467861
6L2A,Cofactorless,Cofactorless,1,0.06815412,0.00662101,0.087926015,0.041308876,0.79599
1F1S,Cofactorless,FAD,0,0.0047817803,0.67355376,0.29748064,0.015154955,0.009028875
1JI6,Cofactorless,Cofactorless,1,0.015487359,0.09476784,0.12156735,0.0014059173,0.76677155
7IDX,Cofactorless,Cofactorless,1,0.00021472981,0.00026481805,0.0031062118,0.00039196023,0.9960223
1LIB,Cofactorless,Cofactorless,1,0.004631705,0.0013851355,0.14852327,0.015305318,0.83015454
2NWD,Cofactorless,Cofactorless,1,0.0010231526,0.00035408445,0.0009995085,0.00086322665,0.9967601
4R1B,Cofactorless,Cofactorless,1,0.00594527,0.0066367425,0.09012466,0.007534395,0.88975894
7X3H,Cofactorless,Cofactorless,1,0.0038226512,0.002878005,0.0050620697,0.0015936107,0.9866436
5K2N,Cofactorless,Cofactorless,1,0.00029454264,8.502849e-05,0.00010078104,0.00010864001,0.999411
7P25,Cofactorless,Cofactorless,1,0.022853903,0.0024477774,0.022242162,0.0006222955,0.95183384
5GLX,Cofactorless,Cofactorless,1,0.01611838,0.30656448,0.007102123,0.12535319,0.5448618
3GW3,Cofactorless,Cofactorless,1,0.0042518917,0.07685265,0.0015175674,0.0004972299,0.91688067
1TP0,Cofactorless,Cofactorless,1,0.0048746895,0.0022063034,0.008576832,0.0017432087,0.982599
2ICC,Cofactorless,Cofactorless,1,0.0062675346,0.053967472,0.15976508,0.15182136,0.62817854
6EHX,Cofactorless,Cofactorless,1,0.02061106,0.036062066,0.060672376,0.0010598644,0.8815946
6LYT,Cofactorless,Cofactorless,1,0.00029849095,8.572331e-05,0.000102705446,0.00011009631,0.999403
5RDZ,Cofactorless,Cofactorless,1,0.0007038044,0.0008606821,0.0013683706,0.000612064,0.9964551
1JAM,Cofactorless,FAD,0,0.023197858,0.5747565,0.32123688,0.04211272,0.03869602
5P07,Cofactorless,Cofactorless,1,0.00036364642,0.00044524012,0.0010710979,0.00015195529,0.997968
2PW5,Cofactorless,Cofactorless,1,0.0007909316,7.039872e-05,0.0002441907,0.00031910857,0.9985753
5DDV,Cofactorless,Zn2+,0,0.038345452,0.007563876,0.8578666,0.015430454,0.080793686
4ACO,Cofactorless,Cofactorless,1,4.484328e-05,0.00069245667,0.000997974,0.00027503129,0.99798965
5R3B,Cofactorless,Cofactorless,1,0.0007450494,0.0005853902,0.001564687,0.00056385377,0.99654096
1DST,Cofactorless,Zn2+,0,0.015173319,0.037810754,0.5492971,0.08276591,0.31495294
2CG7,Cofactorless,Cofactorless,1,0.0012191552,0.005184412,0.24130042,0.008451942,0.7438441
8ING,HEME,Zn2+,0,0.00816546,0.045339968,0.9275792,0.00028762902,0.018627789
8EKO,HEME,HEME,1,0.99877423,0.0003300423,0.00019443361,0.00017418814,0.0005270697
4AVD,HEME,HEME,1,0.97867626,0.0013086783,0.012706168,0.001872134,0.005436737
2VKU,HEME,HEME,1,0.9979721,0.001432754,0.0003097787,4.8918937e-05,0.00023647115
4UGR,HEME,HEME,1,0.9962774,0.0029468613,0.0003829366,8.374148e-05,0.0003090445
7LS3,HEME,HEME,1,0.91957915,0.07549238,0.0013462403,0.00024215046,0.0033400785
1DP6,HEME,HEME,1,0.99127483,0.00029553496,0.007499455,0.00024904773,0.0006811476
4XV4,HEME,HEME,1,0.99963486,0.000102876926,5.726176e-05,2.5817997e-05,0.00017913946
7L3Y,HEME,HEME,1,0.9996731,3.209029e-05,5.147353e-05,6.078295e-05,0.00018254433
7V46,HEME,HEME,1,0.8018891,0.10465859,0.062474616,0.013033596,0.017944017
3OZU,HEME,Zn2+,0,0.09042296,0.107475914,0.50970393,0.023017017,0.26938018
3O89,HEME,HEME,1,0.99825054,0.00011342673,0.00042984303,0.00011032988,0.0010958896
1BEM,HEME,HEME,1,0.98544055,0.0020576427,0.0011782076,0.00039730713,0.01092627
2EUU,HEME,HEME,1,0.9995041,0.00019649378,7.8193676e-05,3.0629963e-05,0.00019061929
5UFG,HEME,HEME,1,0.94162357,0.0040034186,0.01596189,0.00018778065,0.03822332
2IIZ,HEME,HEME,1,0.91713357,0.01942086,0.034477983,0.019892797,0.009074805
1YRD,HEME,HEME,1,0.9982597,0.00015589301,0.0010263332,0.00026779398,0.00029023943
3VOO,HEME,HEME,1,0.945522,0.030848263,0.020131856,0.00096376153,0.0025341224
1LT0,HEME,HEME,1,0.99127483,0.00029553496,0.007499455,0.00024904773,0.0006811476
6ATJ,HEME,HEME,1,0.9974929,0.001440106,0.00031088866,0.00019760286,0.0005585538
3ABA,HEME,HEME,1,0.5959497,0.29922813,0.043317765,0.019292094,0.042212334
2MGA,HEME,HEME,1,0.9996613,3.594126e-05,0.000104308296,3.1346583e-05,0.00016709194
5EJX,HEME,HEME,1,0.9993581,0.0002504009,0.00011357304,5.1178886e-05,0.00022671769
2AQD,HEME,HEME,1,0.9995041,0.00019649378,7.8193676e-05,3.0629963e-05,0.00019061929
1VXF,HEME,HEME,1,0.9996556,3.8596576e-05,5.745161e-05,3.3170945e-05,0.00021513362
5M0N,HEME,FAD,0,0.33973676,0.38038713,0.27056208,0.0043996423,0.004914425
7UF9,HEME,HEME,1,0.99719244,0.0015409162,0.00071218156,3.2491815e-05,0.00052194606
5IQX,HEME,HEME,1,0.92280465,0.0043279803,0.06235311,0.0012011222,0.009313101
5WK9,HEME,HEME,1,0.99803215,0.00020571303,0.0011603632,0.00030970993,0.0002921149
4NVF,HEME,HEME,1,0.99963486,0.000102876926,5.726176e-05,2.5817997e-05,0.00017913946
6T0K,HEME,HEME,1,0.7075964,0.005276011,0.11327795,0.05183752,0.12201208
3X34,HEME,HEME,1,0.7602813,0.0016547703,0.17466421,0.0042761583,0.059123505
1OFK,HEME,HEME,1,0.9986816,8.086613e-05,0.00047197437,5.9209207e-05,0.0007063538
5W58,HEME,FAD,0,0.3146717,0.47621986,0.20209198,0.0016491315,0.0053673126
2AL0,HEME,HEME,1,0.9947161,0.00021545,0.0015375192,0.00023244502,0.0032984698
2C7X,HEME,HEME,1,0.92310053,0.005762796,0.06894405,0.0017047623,0.00048781416
7NQN,HEME,HEME,1,0.9996797,0.00026483982,2.6938156e-05,1.92898e-05,9.318637e-06
8CCR,HEME,Cofactorless,0,0.30589765,0.009717831,0.08329002,0.0070683695,0.59402615
1MLO,HEME,HEME,1,0.9993795,9.591133e-05,0.00017358406,4.4291188e-05,0.00030671258
4UG6,HEME,HEME,1,0.9961339,0.003101887,0.0004096428,8.702315e-05,0.00026759552
8DJU,HEME,HEME,1,0.82843775,0.063533545,0.014101018,0.012320035,0.08160763
1JPB,HEME,HEME,1,0.9996556,3.8596576e-05,5.745161e-05,3.3170945e-05,0.00021513362
1OXA,HEME,HEME,1,0.9991078,0.00063555926,4.4591758e-05,1.4663854e-05,0.00019738349
2OHB,HEME,HEME,1,0.9987464,0.00032150853,0.00034015178,7.721217e-05,0.000514754
2JJO,HEME,HEME,1,0.9545744,0.00044583553,0.044093307,0.00031067088,0.0005757679
6KRF,HEME,HEME,1,0.99952424,4.2546264e-05,7.960682e-05,3.684661e-05,0.00031671705
3CCP,HEME,HEME,1,0.99967897,9.38149e-05,5.5736953e-05,1.8007395e-05,0.00015346611
1EHG,HEME,HEME,1,0.9890497,0.009366643,0.0002517688,0.0011894299,0.0001424503
8R9N,HEME,HEME,1,0.9994412,3.96843e-05,0.00024347608,3.972485e-05,0.0002358654
7RL2,HEME,HEME,1,0.99778986,0.0016735136,9.623235e-05,8.1148515e-05,0.00035926563
5M6K,HEME,Zn2+,0,0.08485213,0.008579283,0.5878954,0.011310987,0.3073622
6BDD,HEME,HEME,1,0.8452696,0.0027311174,0.12102642,0.015635934,0.015336861
3A4G,HEME,HEME,1,0.9978618,0.0004263038,0.000101715465,0.00014472532,0.0014655081
1CCJ,HEME,HEME,1,0.99943167,0.00013012513,8.1405e-05,3.1256463e-05,0.00032551753
2MGG,HEME,HEME,1,0.99880934,0.000116135365,0.00026477157,8.433097e-05,0.0007254233
3E2N,HEME,HEME,1,0.9726658,0.0042285966,0.0031765113,0.00086822023,0.019060967
5O1K,HEME,HEME,1,0.8759758,0.0039883074,0.0045958445,0.0052134832,0.1102266
5KDZ,HEME,HEME,1,0.9658734,0.03338512,0.00030064222,0.00031738402,0.00012344557
8ZGO,HEME,Zn2+,0,0.21357012,0.21552113,0.50774413,0.010599265,0.05256533
6E8Q,HEME,HEME,1,0.99958295,0.00026987863,0.00011344638,9.772412e-06,2.3989414e-05
1CCB,HEME,HEME,1,0.99901676,0.00030929048,0.0001091666,3.6311616e-05,0.0005284687
2ASN,HEME,HEME,1,0.99764603,0.00013303703,0.0006838598,0.00013395584,0.0014030802
1IWK,HEME,HEME,1,0.99846727,0.00016280366,0.00092509494,0.00021229712,0.00023254543
5HIW,HEME,HEME,1,0.902252,0.05077051,0.0012920909,0.0016588569,0.044026528
2XVZ,HEME,HEME,1,0.3939074,0.32435864,0.012888041,0.012405853,0.2564401
1IYN,HEME,FAD,0,0.32575837,0.66018593,0.007891488,0.0012400291,0.004924155
6EKZ,HEME,HEME,1,0.6122601,0.047867466,0.07485639,0.19240502,0.072611004
3HDL,HEME,HEME,1,0.9856858,0.0016429435,0.009851345,0.0014400616,0.0013798991
7N14,HEME,HEME,1,0.92736316,0.024229117,0.009974515,0.0067069903,0.031726193
3E4N,HEME,HEME,1,0.9996556,3.8596576e-05,5.745161e-05,3.3170945e-05,0.00021513362
3E55,HEME,HEME,1,0.9996556,3.8596576e-05,5.745161e-05,3.3170945e-05,0.00021513362
1UBB,HEME,HEME,1,0.98575276,0.00046204822,0.0012801918,7.704127e-05,0.0124279875
5B50,HEME,Cofactorless,0,0.10481725,0.4149829,0.010544569,0.00072272646,0.46893257
4O6U,HEME,HEME,1,0.96724665,0.0017103293,0.020502785,0.000598946,0.009941308
6XAM,HEME,HEME,1,0.99980885,3.3054064e-05,2.606277e-05,1.4792577e-05,0.00011732146
1NZ5,HEME,HEME,1,0.99945885,3.3330496e-05,0.00023255203,2.9164736e-05,0.0002460621
5KDY,HEME,HEME,1,0.988458,0.009673691,0.0008441,0.00085839035,0.00016580698
2XKG,HEME,HEME,1,0.9744881,0.0011323588,0.014215124,0.0034680131,0.006696389
1EUP,HEME,HEME,1,0.9991078,0.00063555926,4.4591758e-05,1.4663854e-05,0.00019738349
8A8L,HEME,HEME,1,0.99364203,9.8856995e-05,0.0015348238,3.8876708e-05,0.0046854117
6VZB,HEME,HEME,1,0.99973935,7.5376025e-05,1.9993144e-05,1.5193832e-05,0.0001501379
1PM1,HEME,HEME,1,0.99181706,0.00046734425,0.002430807,0.0007967448,0.0044881054
2Z3U,HEME,HEME,1,0.48352587,0.15245782,0.29768935,0.0037847739,0.06254217
1H5L,HEME,HEME,1,0.9974929,0.001440106,0.00031088866,0.00019760286,0.0005585538
1H5Z,HEME,HEME,1,0.9979248,0.0015074969,0.0002811298,5.6272034e-05,0.00023024341
2BOQ,HEME,HEME,1,0.9877413,0.0007137787,0.0020713345,0.002301846,0.00717173
6HQQ,HEME,HEME,1,0.99384004,0.004856218,0.0007517288,0.0004050192,0.0001470799
1YWC,HEME,HEME,1,0.9936026,0.00015387234,0.0031806256,0.00025347256,0.0028094433
8VWK,HEME,HEME,1,0.9957129,0.0031394141,0.00010240842,0.00013769197,0.0009076133
5XKV,HEME,HEME,1,0.99785644,0.0004790135,0.00049874216,0.000100657686,0.0010651061
1Z8P,HEME,HEME,1,0.9990972,0.00070016435,0.00014682555,1.4848071e-05,4.091934e-05
2J0P,HEME,Zn2+,0,0.05573005,0.2386117,0.5895848,0.064897016,0.05117639
7TSA,HEME,HEME,1,0.49633768,0.012346588,0.48517987,0.0029260209,0.0032097795
5EAG,HEME,HEME,1,0.9995888,0.00027167957,0.000112684706,1.0130139e-05,1.6721619e-05
2ZT4,HEME,HEME,1,0.9996556,3.8596576e-05,5.745161e-05,3.3170945e-05,0.00021513362
6MA8,HEME,HEME,1,0.99719244,0.0015409162,0.00071218156,3.2491815e-05,0.00052194606
6A7I,HEME,HEME,1,0.9997464,5.4023276e-05,0.00013899774,9.938405e-06,5.064907e-05
8S53,HEME,HEME,1,0.9982407,0.00016836372,0.000167356,8.0429345e-05,0.0013430932
3AWP,HEME,HEME,1,0.9816144,0.01108252,0.005531094,0.00018846194,0.0015835293
6RQ6,HEME,HEME,1,0.9996797,0.00026483982,2.6938156e-05,1.92898e-05,9.318637e-06
8R9Q,HEME,HEME,1,0.9994412,3.96843e-05,0.00024347608,3.972485e-05,0.0002358654
8GDI,HEME,HEME,1,0.98417884,0.000688372,0.006234508,0.0008564882,0.0080417665
4UGF,HEME,HEME,1,0.9961339,0.003101887,0.0004096428,8.702315e-05,0.00026759552
4NS2,HEME,HEME,1,0.9989077,4.8943835e-05,0.0007206931,4.7239715e-05,0.00027541505
6LY4,HEME,FAD,0,0.25557268,0.60385793,0.09438229,0.009416986,0.03677008
6LAA,HEME,FAD,0,0.02540314,0.84349346,0.07996701,0.018495997,0.032640416
4GRC,HEME,FAD,0,0.0038916175,0.81628424,0.009262388,0.00045075323,0.17011099
2CIW,HEME,HEME,1,0.9878036,0.0015608886,0.0025106238,0.006317148,0.0018077593
4RLR,HEME,Cofactorless,0,0.018175762,0.004042981,0.051777642,0.0036024544,0.9224012
1H57,HEME,HEME,1,0.9974929,0.001440106,0.00031088866,0.00019760286,0.0005585538
5VCE,HEME,HEME,1,0.99351704,0.0042859027,0.0012650174,4.407746e-05,0.00088800886
4ICT,HEME,HEME,1,0.9995677,0.00039199105,3.2222077e-05,4.715514e-06,3.4223126e-06
5OMU,HEME,HEME,1,0.99315214,0.0051050936,0.00076288474,0.00077462173,0.00020522771
2HZ2,HEME,HEME,1,0.99437755,0.00024379203,0.00059206085,0.00018985548,0.0045966706
8F9H,HEME,HEME,1,0.9993993,4.9836202e-05,0.00025107936,3.87929e-05,0.00026096322
2VLY,HEME,HEME,1,0.99953115,3.6556983e-05,0.00020175875,3.1155138e-05,0.00019945725
5B85,HEME,HEME,1,0.9995839,4.391846e-05,7.344591e-05,3.5468867e-05,0.00026329423
4NVL,HEME,HEME,1,0.99963486,0.000102876926,5.726176e-05,2.5817997e-05,0.00017913946
1CPG,HEME,HEME,1,0.99440753,0.0014733683,0.00091816613,0.0002485479,0.0029524313
1A6G,HEME,HEME,1,0.9993718,4.4759243e-05,0.000248234,4.372115e-05,0.00029144972
8GLZ,HEME,HEME,1,0.9951879,0.0015666233,0.0004123153,0.00030822263,0.002524915
3IW1,HEME,HEME,1,0.98091274,0.0020603347,0.00049518584,0.007221311,0.00931044
2AMM,HEME,HEME,1,0.98990434,0.00057657924,0.0029989746,0.0009829724,0.0055371383
9H1M,HEME,HEME,1,0.9976169,0.0011181332,0.00037216497,0.00038216857,0.0005106726
5L1Q,HEME,HEME,1,0.998309,0.0013747835,0.00028608617,8.647107e-06,2.1408981e-05
2WHF,HEME,FAD,0,0.006950161,0.9806333,0.003701007,0.0047154906,0.0040000794
2Q8Q,HEME,Cofactorless,0,0.0022431253,0.004698469,0.002039806,0.00093141093,0.9900872
1NP4,HEME,HEME,1,0.9936026,0.00015387234,0.0031806256,0.00025347256,0.0028094433
6HQR,HEME,HEME,1,0.9862693,0.004680168,0.0057897586,0.0028601969,0.00040059417
5ZZG,HEME,HEME,1,0.996855,0.00029007878,0.0005855981,0.000275558,0.0019937176
5IKG,HEME,FAD,0,0.17261638,0.5255898,0.28419742,0.0015877949,0.016008548
1ECD,HEME,Cofactorless,0,0.10983611,0.004680622,0.21486382,0.034005713,0.6366138
5G6B,HEME,HEME,1,0.9961339,0.003101887,0.0004096428,8.702315e-05,0.00026759552
1HRM,HEME,HEME,1,0.9994412,4.9622835e-05,0.00024750514,3.846932e-05,0.00022320727
1MNH,HEME,HEME,1,0.9744192,0.00079569826,0.019157017,0.0006446886,0.004983419
4BLN,HEME,HEME,1,0.99320567,0.0005012003,0.001657974,0.0008563065,0.0037788288
2EUQ,HEME,HEME,1,0.9995041,0.00019649378,7.8193676e-05,3.0629963e-05,0.00019061929
7TEF,HEME,HEME,1,0.99195474,0.0051218346,0.0021362368,6.201268e-05,0.00072519574
1GEK,HEME,HEME,1,0.9981664,0.00015294936,0.0011702216,0.00025182817,0.00025867214
1CP4,HEME,HEME,1,0.9982492,0.00016045044,0.0010323866,0.00026779115,0.00029023635
2HZ3,HEME,HEME,1,0.9944207,0.0002004718,0.0005920865,0.00018986371,0.00459687
3OZZ,HEME,Zn2+,0,0.29634005,0.015232109,0.57421744,0.023583038,0.09062734
8SQP,HEME,HEME,1,0.9168095,0.002740079,0.055574436,0.002284266,0.02259173
4APY,HEME,HEME,1,0.9967384,0.0014315759,0.00024611584,0.00010568374,0.001478204
9Q4Q,HEME,Zn2+,0,0.07006473,0.011746652,0.912855,0.0021508897,0.0031827283
